Entry	Nuc_Genomic_EMBL_ID_1	Nuc_Genomic_EMBL_Link_1	Nuc_Genomic_EMBL_ID_2	Nuc_Genomic_EMBL_Link_2	Nuc_Genomic_EMBL_ID_3	Nuc_Genomic_EMBL_Link_3	Nuc_Genomic_EMBL_ID_4	Nuc_Genomic_EMBL_Link_4	Nuc_Genomic_EMBL_ID_5	Nuc_Genomic_EMBL_Link_5	Nuc_Genomic_EMBL_ID_6	Nuc_Genomic_EMBL_Link_6	Nuc_Genomic_EMBL_ID_7	Nuc_Genomic_EMBL_Link_7	Nuc_Genomic_EMBL_ID_8	Nuc_Genomic_EMBL_Link_8	Nuc_Genomic_EMBL_ID_9	Nuc_Genomic_EMBL_Link_9	Nuc_Genomic_EMBL_ID_10	Nuc_Genomic_EMBL_Link_10	Nuc_Genomic_EMBL_ID_11	Nuc_Genomic_EMBL_Link_11	Nuc_Genomic_EMBL_ID_12	Nuc_Genomic_EMBL_Link_12	Nuc_Genomic_EMBL_ID_13	Nuc_Genomic_EMBL_Link_13	Nuc_Genomic_EMBL_ID_14	Nuc_Genomic_EMBL_Link_14	Nuc_mRNA_EMBL_ID_1	Nuc_mRNA_EMBL_Link_1	Nuc_mRNA_EMBL_ID_2	Nuc_mRNA_EMBL_Link_2	Nuc_mRNA_EMBL_ID_3	Nuc_mRNA_EMBL_Link_3	Nuc_mRNA_EMBL_ID_4	Nuc_mRNA_EMBL_Link_4	Nuc_mRNA_EMBL_ID_5	Nuc_mRNA_EMBL_Link_5	Nuc_mRNA_EMBL_ID_6	Nuc_mRNA_EMBL_Link_6	Nuc_mRNA_EMBL_ID_7	Nuc_mRNA_EMBL_Link_7	Nuc_mRNA_EMBL_ID_8	Nuc_mRNA_EMBL_Link_8	Nuc_mRNA_EMBL_ID_9	Nuc_mRNA_EMBL_Link_9	Nuc_mRNA_EMBL_ID_10	Nuc_mRNA_EMBL_Link_10	Nuc_mRNA_EMBL_ID_11	Nuc_mRNA_EMBL_Link_11	Nuc_mRNA_EMBL_ID_12	Nuc_mRNA_EMBL_Link_12	Nuc_mRNA_EMBL_ID_13	Nuc_mRNA_EMBL_Link_13	Nuc_mRNA_EMBL_ID_14	Nuc_mRNA_EMBL_Link_14	Nuc_mRNA_EMBL_ID_15	Nuc_mRNA_EMBL_Link_15	Prot_EMBL_ORF_ID_1	Prot_EMBL_ORF_Link_1	Prot_EMBL_ORF_ID_2	Prot_EMBL_ORF_Link_2	Prot_EMBL_ORF_ID_3	Prot_EMBL_ORF_Link_3	Prot_EMBL_ORF_ID_4	Prot_EMBL_ORF_Link_4	Prot_EMBL_ORF_ID_5	Prot_EMBL_ORF_Link_5	Prot_EMBL_ORF_ID_6	Prot_EMBL_ORF_Link_6	Prot_EMBL_ORF_ID_7	Prot_EMBL_ORF_Link_7	Prot_EMBL_ORF_ID_8	Prot_EMBL_ORF_Link_8	Prot_EMBL_ORF_ID_9	Prot_EMBL_ORF_Link_9	Prot_EMBL_ORF_ID_10	Prot_EMBL_ORF_Link_10	Prot_EMBL_ORF_ID_11	Prot_EMBL_ORF_Link_11	Prot_EMBL_ORF_ID_12	Prot_EMBL_ORF_Link_12	Prot_EMBL_ORF_ID_13	Prot_EMBL_ORF_Link_13	Prot_EMBL_ORF_ID_14	Prot_EMBL_ORF_Link_14	Prot_EMBL_ORF_ID_15	Prot_EMBL_ORF_Link_15	Prot_EMBL_ORF_ID_16	Prot_EMBL_ORF_Link_16	Prot_EMBL_ORF_ID_17	Prot_EMBL_ORF_Link_17	Prot_EMBL_ORF_ID_18	Prot_EMBL_ORF_Link_18	Prot_EMBL_ORF_ID_19	Prot_EMBL_ORF_Link_19	Prot_EMBL_ORF_ID_20	Prot_EMBL_ORF_Link_20	Prot_EMBL_ORF_ID_21	Prot_EMBL_ORF_Link_21	Prot_EMBL_ORF_ID_22	Prot_EMBL_ORF_Link_22	Prot_EMBL_ORF_ID_23	Prot_EMBL_ORF_Link_23	Prot_EMBL_ORF_ID_24	Prot_EMBL_ORF_Link_24	Prot_EMBL_ORF_ID_25	Prot_EMBL_ORF_Link_25	Prot_EMBL_ORF_ID_26	Prot_EMBL_ORF_Link_26	Prot_RefSeq_ID_1	Prot_RefSeq_NucID_1	Prot_RefSeq_ProteinLink_1	Prot_RefSeq_NucLink_1	Prot_RefSeq_ID_2	Prot_RefSeq_NucID_2	Prot_RefSeq_ProteinLink_2	Prot_RefSeq_NucLink_2	Prot_RefSeq_ID_3	Prot_RefSeq_NucID_3	Prot_RefSeq_ProteinLink_3	Prot_RefSeq_NucLink_3	Prot_RefSeq_ID_4	Prot_RefSeq_NucID_4	Prot_RefSeq_ProteinLink_4	Prot_RefSeq_NucLink_4	Prot_RefSeq_ID_5	Prot_RefSeq_NucID_5	Prot_RefSeq_ProteinLink_5	Prot_RefSeq_NucLink_5	Prot_RefSeq_ID_6	Prot_RefSeq_NucID_6	Prot_RefSeq_ProteinLink_6	Prot_RefSeq_NucLink_6	Prot_RefSeq_ID_7	Prot_RefSeq_NucID_7	Prot_RefSeq_ProteinLink_7	Prot_RefSeq_NucLink_7	Prot_RefSeq_ID_8	Prot_RefSeq_NucID_8	Prot_RefSeq_ProteinLink_8	Prot_RefSeq_NucLink_8	Prot_RefSeq_ID_9	Prot_RefSeq_NucID_9	Prot_RefSeq_ProteinLink_9	Prot_RefSeq_NucLink_9	Prot_RefSeq_ID_10	Prot_RefSeq_NucID_10	Prot_RefSeq_ProteinLink_10	Prot_RefSeq_NucLink_10	Prot_RefSeq_ID_11	Prot_RefSeq_NucID_11	Prot_RefSeq_ProteinLink_11	Prot_RefSeq_NucLink_11
Q675L0																													AF369920	https://www.ebi.ac.uk/ena/browser/view/AF369920	AY473625	https://www.ebi.ac.uk/ena/browser/view/AY473625																											AAK39129.2	https://www.ebi.ac.uk/ena/browser/view/AAK39129.2	AAS47695.1	https://www.ebi.ac.uk/ena/browser/view/AAS47695.1																																																																																												
Q6BE24																													AB116238	https://www.ebi.ac.uk/ena/browser/view/AB116238																													BAD34645.1	https://www.ebi.ac.uk/ena/browser/view/BAD34645.1																																																																																														
Q6BE25																													AB116237	https://www.ebi.ac.uk/ena/browser/view/AB116237																													BAD34644.1	https://www.ebi.ac.uk/ena/browser/view/BAD34644.1																																																																																														
Q6EJ97	AY316691	https://www.ebi.ac.uk/ena/browser/view/AY316691																																																									AAQ84170.1	https://www.ebi.ac.uk/ena/browser/view/AAQ84170.1																																																																																														
Q6JD69																													AY518314	https://www.ebi.ac.uk/ena/browser/view/AY518314																													AAS88575.1	https://www.ebi.ac.uk/ena/browser/view/AAS88575.1																																																																																														
Q6JD71																													AY518312	https://www.ebi.ac.uk/ena/browser/view/AY518312																													AAS88573.1	https://www.ebi.ac.uk/ena/browser/view/AAS88573.1																																																																																														
Q6PWU2																													AY572986	https://www.ebi.ac.uk/ena/browser/view/AY572986	AY572987	https://www.ebi.ac.uk/ena/browser/view/AY572987																											AAS79351.1	https://www.ebi.ac.uk/ena/browser/view/AAS79351.1	AAS79352.1	https://www.ebi.ac.uk/ena/browser/view/AAS79352.1	NP_001268216.1	https://www.ncbi.nlm.nih.gov/protein/NP_001268216.1																																															NP_001268216.1	NM_001281287.1	https://www.ncbi.nlm.nih.gov/protein/NP_001268216.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001281287.1																																								
Q6Z5J6	AP005114	https://www.ebi.ac.uk/ena/browser/view/AP005114	AP008208	https://www.ebi.ac.uk/ena/browser/view/AP008208	AP014958	https://www.ebi.ac.uk/ena/browser/view/AP014958																							AY347882	https://www.ebi.ac.uk/ena/browser/view/AY347882	AB126935	https://www.ebi.ac.uk/ena/browser/view/AB126935																											AAQ72565.1	https://www.ebi.ac.uk/ena/browser/view/AAQ72565.1	BAD17270.1	https://www.ebi.ac.uk/ena/browser/view/BAD17270.1	BAF09104.1	https://www.ebi.ac.uk/ena/browser/view/BAF09104.1	BAS79346.1	https://www.ebi.ac.uk/ena/browser/view/BAS79346.1	BAE72100.1	https://www.ebi.ac.uk/ena/browser/view/BAE72100.1	XP_015625948.1	https://www.ncbi.nlm.nih.gov/protein/XP_015625948.1																																									XP_015625948.1	XM_015770462.1	https://www.ncbi.nlm.nih.gov/protein/XP_015625948.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_015770462.1																																								
Q752X9	AE016819	https://www.ebi.ac.uk/ena/browser/view/AE016819																																																									AAS53815.1	https://www.ebi.ac.uk/ena/browser/view/AAS53815.1	NP_985991.1	https://www.ncbi.nlm.nih.gov/protein/NP_985991.1																																																	NP_985991.1	NM_211346.1	https://www.ncbi.nlm.nih.gov/protein/NP_985991.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_211346.1																																								
Q75F69	AE016814	https://www.ebi.ac.uk/ena/browser/view/AE016814																																																									AAS50225.1	https://www.ebi.ac.uk/ena/browser/view/AAS50225.1	NP_982401.1	https://www.ncbi.nlm.nih.gov/protein/NP_982401.1																																																	NP_982401.1	NM_207754.1	https://www.ncbi.nlm.nih.gov/protein/NP_982401.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_207754.1																																								
Q75J90	AAFI01000045	https://www.ebi.ac.uk/ena/browser/view/AAFI01000045																											KX364377	https://www.ebi.ac.uk/ena/browser/view/KX364377																													APC23388.1	https://www.ebi.ac.uk/ena/browser/view/APC23388.1	EAL68749.1	https://www.ebi.ac.uk/ena/browser/view/EAL68749.1	XP_642676.1	https://www.ncbi.nlm.nih.gov/protein/XP_642676.1																																															XP_642676.1	XM_637584.1	https://www.ncbi.nlm.nih.gov/protein/XP_642676.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_637584.1																																								
Q764T8																													AB116228	https://www.ebi.ac.uk/ena/browser/view/AB116228																													BAD08587.1	https://www.ebi.ac.uk/ena/browser/view/BAD08587.1																																																																																														
Q7KWU0	AAFI01000021	https://www.ebi.ac.uk/ena/browser/view/AAFI01000021																											KX364375	https://www.ebi.ac.uk/ena/browser/view/KX364375																													APC23386.1	https://www.ebi.ac.uk/ena/browser/view/APC23386.1	EAL71179.1	https://www.ebi.ac.uk/ena/browser/view/EAL71179.1	XP_645125.1	https://www.ncbi.nlm.nih.gov/protein/XP_645125.1																																															XP_645125.1	XM_640033.1	https://www.ncbi.nlm.nih.gov/protein/XP_645125.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_640033.1																																								
Q7S4Z6	CM002242	https://www.ebi.ac.uk/ena/browser/view/CM002242																																																									ESA41923.1	https://www.ebi.ac.uk/ena/browser/view/ESA41923.1	XP_011395225.1	https://www.ncbi.nlm.nih.gov/protein/XP_011395225.1																																																	XP_011395225.1	XM_011396923.1	https://www.ncbi.nlm.nih.gov/protein/XP_011395225.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_011396923.1																																								
Q7XAS7	AY341431	https://www.ebi.ac.uk/ena/browser/view/AY341431																																																									AAQ16588.1	https://www.ebi.ac.uk/ena/browser/view/AAQ16588.1																																																																																														
Q82RR7	BA000030	https://www.ebi.ac.uk/ena/browser/view/BA000030																																																									BAC67785.1	https://www.ebi.ac.uk/ena/browser/view/BAC67785.1	WP_010981512.1	https://www.ncbi.nlm.nih.gov/protein/WP_010981512.1																																																	WP_010981512.1	NC_003155.5	https://www.ncbi.nlm.nih.gov/protein/WP_010981512.1	https://www.ncbi.nlm.nih.gov/nucleotide/NC_003155.5																																								
Q84KL5																													AF543528	https://www.ebi.ac.uk/ena/browser/view/AF543528																													AAO61226.1	https://www.ebi.ac.uk/ena/browser/view/AAO61226.1																																																																																														
Q84LF0																													AF484125	https://www.ebi.ac.uk/ena/browser/view/AF484125																													AAP05762.1	https://www.ebi.ac.uk/ena/browser/view/AAP05762.1																																																																																														
Q84LF1																													AF484124	https://www.ebi.ac.uk/ena/browser/view/AF484124																													AAP05761.1	https://www.ebi.ac.uk/ena/browser/view/AAP05761.1																																																																																														
Q84LF2																													AF484123	https://www.ebi.ac.uk/ena/browser/view/AF484123																													AAP05760.1	https://www.ebi.ac.uk/ena/browser/view/AAP05760.1	NP_001413014.1	https://www.ncbi.nlm.nih.gov/protein/NP_001413014.1																																																	NP_001413014.1	NM_001426085.1	https://www.ncbi.nlm.nih.gov/protein/NP_001413014.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001426085.1																																								
Q84LG0																													AF542544	https://www.ebi.ac.uk/ena/browser/view/AF542544																													AAO85555.1	https://www.ebi.ac.uk/ena/browser/view/AAO85555.1																																																																																														
Q8LSC2																													AF498000	https://www.ebi.ac.uk/ena/browser/view/AF498000																													AAM21659.1	https://www.ebi.ac.uk/ena/browser/view/AAM21659.1																																																																																														
Q8W3Z1																													AB055512	https://www.ebi.ac.uk/ena/browser/view/AB055512																													BAB83088.1	https://www.ebi.ac.uk/ena/browser/view/BAB83088.1																																																																																														
Q8W3Z2																													AB055511	https://www.ebi.ac.uk/ena/browser/view/AB055511																													BAB83087.1	https://www.ebi.ac.uk/ena/browser/view/BAB83087.1																																																																																														
Q8W3Z3																													AB055510	https://www.ebi.ac.uk/ena/browser/view/AB055510																													BAB83086.1	https://www.ebi.ac.uk/ena/browser/view/BAB83086.1																																																																																														
Q8W3Z4																													AB055509	https://www.ebi.ac.uk/ena/browser/view/AB055509																													BAB83085.1	https://www.ebi.ac.uk/ena/browser/view/BAB83085.1																																																																																														
Q92459	X99718	https://www.ebi.ac.uk/ena/browser/view/X99718	CM003153	https://www.ebi.ac.uk/ena/browser/view/CM003153																																																							CAA68054.1	https://www.ebi.ac.uk/ena/browser/view/CAA68054.1	KIS67272.1	https://www.ebi.ac.uk/ena/browser/view/KIS67272.1	XP_011391077.1	https://www.ncbi.nlm.nih.gov/protein/XP_011391077.1																																															XP_011391077.1	XM_011392775.1	https://www.ncbi.nlm.nih.gov/protein/XP_011391077.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_011392775.1																																								
Q93X23																													AJ304839	https://www.ebi.ac.uk/ena/browser/view/AJ304839																													CAC41012.1	https://www.ebi.ac.uk/ena/browser/view/CAC41012.1																																																																																														
Q93YA3	AJ320538	https://www.ebi.ac.uk/ena/browser/view/AJ320538																																																									CAC42773.1	https://www.ebi.ac.uk/ena/browser/view/CAC42773.1																																																																																														
Q948R6																													AB058643	https://www.ebi.ac.uk/ena/browser/view/AB058643																													BAB68529.1	https://www.ebi.ac.uk/ena/browser/view/BAB68529.1																																																																																														
Q948Z0																													U87910	https://www.ebi.ac.uk/ena/browser/view/U87910																													AAB70707.1	https://www.ebi.ac.uk/ena/browser/view/AAB70707.1																																																																																														
Q94G53	GU929215	https://www.ebi.ac.uk/ena/browser/view/GU929215																											AF276072	https://www.ebi.ac.uk/ena/browser/view/AF276072																													AAK58723.1	https://www.ebi.ac.uk/ena/browser/view/AAK58723.1	ADR64206.1	https://www.ebi.ac.uk/ena/browser/view/ADR64206.1																																																																																												
Q94JS8																													AF374462	https://www.ebi.ac.uk/ena/browser/view/AF374462																													AAK54279.1	https://www.ebi.ac.uk/ena/browser/view/AAK54279.1																																																																																														
Q96376																													U58314	https://www.ebi.ac.uk/ena/browser/view/U58314																													AAC49395.1	https://www.ebi.ac.uk/ena/browser/view/AAC49395.1																																																																																														
Q96WJ0																													AF285825	https://www.ebi.ac.uk/ena/browser/view/AF285825																													AAK82993.1	https://www.ebi.ac.uk/ena/browser/view/AAK82993.1																																																																																														
Q9C448	HM171111	https://www.ebi.ac.uk/ena/browser/view/HM171111																																																									AAK11529.1	https://www.ebi.ac.uk/ena/browser/view/AAK11529.1																																																																																														
Q9C451	HM171111	https://www.ebi.ac.uk/ena/browser/view/HM171111																																																									AAK11526.2	https://www.ebi.ac.uk/ena/browser/view/AAK11526.2																																																																																														
Q9C6W6	AC074309	https://www.ebi.ac.uk/ena/browser/view/AC074309	AC079041	https://www.ebi.ac.uk/ena/browser/view/AC079041	CP002684	https://www.ebi.ac.uk/ena/browser/view/CP002684																																																					AAG50788.1	https://www.ebi.ac.uk/ena/browser/view/AAG50788.1	AAG50729.1	https://www.ebi.ac.uk/ena/browser/view/AAG50729.1	AEE31421.2	https://www.ebi.ac.uk/ena/browser/view/AEE31421.2	NP_001319127.1	https://www.ncbi.nlm.nih.gov/protein/NP_001319127.1	NP_001320348.1	https://www.ncbi.nlm.nih.gov/protein/NP_001320348.1																																											NP_001319127.1	NM_001332991.1	https://www.ncbi.nlm.nih.gov/protein/NP_001319127.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001332991.1	NP_001320348.1	NM_001332993.1	https://www.ncbi.nlm.nih.gov/protein/NP_001320348.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001332993.1																																				
Q9EUT9	AJ272366	https://www.ebi.ac.uk/ena/browser/view/AJ272366																																																									CAC20855.1	https://www.ebi.ac.uk/ena/browser/view/CAC20855.1																																																																																														
Q9F1Y5	AB035202	https://www.ebi.ac.uk/ena/browser/view/AB035202	AL939132	https://www.ebi.ac.uk/ena/browser/view/AL939132																																																							BAB20434.1	https://www.ebi.ac.uk/ena/browser/view/BAB20434.1	CAC44557.1	https://www.ebi.ac.uk/ena/browser/view/CAC44557.1	WP_011031840.1	https://www.ncbi.nlm.nih.gov/protein/WP_011031840.1																																															WP_011031840.1	NC_003888.3	https://www.ncbi.nlm.nih.gov/protein/WP_011031840.1	https://www.ncbi.nlm.nih.gov/nucleotide/NC_003888.3																																								
Q9F1Y6	AB035202	https://www.ebi.ac.uk/ena/browser/view/AB035202	AL939132	https://www.ebi.ac.uk/ena/browser/view/AL939132																																																							BAB20433.1	https://www.ebi.ac.uk/ena/browser/view/BAB20433.1	CAD55534.1	https://www.ebi.ac.uk/ena/browser/view/CAD55534.1	WP_011031839.1	https://www.ncbi.nlm.nih.gov/protein/WP_011031839.1																																															WP_011031839.1	NC_003888.3	https://www.ncbi.nlm.nih.gov/protein/WP_011031839.1	https://www.ncbi.nlm.nih.gov/nucleotide/NC_003888.3																																								
Q9FI27	AB017064	https://www.ebi.ac.uk/ena/browser/view/AB017064	CP002688	https://www.ebi.ac.uk/ena/browser/view/CP002688																									AY081341	https://www.ebi.ac.uk/ena/browser/view/AY081341	BT000253	https://www.ebi.ac.uk/ena/browser/view/BT000253																											BAB11075.1	https://www.ebi.ac.uk/ena/browser/view/BAB11075.1	AAL91230.1	https://www.ebi.ac.uk/ena/browser/view/AAL91230.1	AAN15572.1	https://www.ebi.ac.uk/ena/browser/view/AAN15572.1	NP_001318758.1	https://www.ncbi.nlm.nih.gov/protein/NP_001318758.1																																													NP_001318758.1	NM_001344758.1	https://www.ncbi.nlm.nih.gov/protein/NP_001318758.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001344758.1																																								
Q9FJV8	AB013391	https://www.ebi.ac.uk/ena/browser/view/AB013391	CP002688	https://www.ebi.ac.uk/ena/browser/view/CP002688																									BT020312	https://www.ebi.ac.uk/ena/browser/view/BT020312	BT020456	https://www.ebi.ac.uk/ena/browser/view/BT020456																											BAB10498.1	https://www.ebi.ac.uk/ena/browser/view/BAB10498.1	AED94834.1	https://www.ebi.ac.uk/ena/browser/view/AED94834.1	AAV85667.1	https://www.ebi.ac.uk/ena/browser/view/AAV85667.1	AAW30034.1	https://www.ebi.ac.uk/ena/browser/view/AAW30034.1	NP_199074.1	https://www.ncbi.nlm.nih.gov/protein/NP_199074.1																																											NP_199074.1	NM_123624.4	https://www.ncbi.nlm.nih.gov/protein/NP_199074.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_123624.4																																								
Q9FQ27																													AF279455	https://www.ebi.ac.uk/ena/browser/view/AF279455																													AAG41891.1	https://www.ebi.ac.uk/ena/browser/view/AAG41891.1																																																																																														
Q9FZI2	AC007152	https://www.ebi.ac.uk/ena/browser/view/AC007152	CP002684	https://www.ebi.ac.uk/ena/browser/view/CP002684																									AF489920	https://www.ebi.ac.uk/ena/browser/view/AF489920	AY062741	https://www.ebi.ac.uk/ena/browser/view/AY062741	BT000138	https://www.ebi.ac.uk/ena/browser/view/BT000138																									AAN77001.1	https://www.ebi.ac.uk/ena/browser/view/AAN77001.1	AAF98208.1	https://www.ebi.ac.uk/ena/browser/view/AAF98208.1	AEE34578.1	https://www.ebi.ac.uk/ena/browser/view/AEE34578.1	ANM60852.1	https://www.ebi.ac.uk/ena/browser/view/ANM60852.1	ANM60854.1	https://www.ebi.ac.uk/ena/browser/view/ANM60854.1	AAL32819.1	https://www.ebi.ac.uk/ena/browser/view/AAL32819.1	AAN15457.1	https://www.ebi.ac.uk/ena/browser/view/AAN15457.1	NP_001323105.1	https://www.ncbi.nlm.nih.gov/protein/NP_001323105.1	NP_001323107.1	https://www.ncbi.nlm.nih.gov/protein/NP_001323107.1	NP_176868.1	https://www.ncbi.nlm.nih.gov/protein/NP_176868.1																																	NP_001323105.1	NM_001334260.1	https://www.ncbi.nlm.nih.gov/protein/NP_001323105.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001334260.1	NP_001323107.1	NM_001334261.1	https://www.ncbi.nlm.nih.gov/protein/NP_001323107.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001334261.1	NP_176868.1	NM_105367.3	https://www.ncbi.nlm.nih.gov/protein/NP_176868.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_105367.3																																
